Year,Region,Region_Code,Population_M,GDP_per_capita_Lakh,Urbanization_Rate,Devices_Per_Person,Recycling_Rate,Ewaste_Tons
2021,Bihar,BR,109.27,3.28,73.85,2.08,24.32,190.11
2015,West Bengal,WB,79.67,1.46,50.72,1.64,7.2,36.52
2024,Sikkim,SK,2.12,5.45,50.43,3.17,13.28,6.43
2020,Madhya Pradesh,MP,75.09,5.47,63.57,3.16,13.08,307.86
2014,Karnataka,KA,58.51,3.27,70.53,2.09,16.14,102.63
2013,Jharkhand,JH,28.34,3.26,35.17,1.59,7.86,19.42
2021,Jharkhand,JH,32.29,5.43,39.56,1.31,20.65,33.19
2016,Kerala,KL,30.16,1.86,36.85,1.78,8.69,14.72
2010,Madhya Pradesh,MP,66.66,1.24,62.32,0.54,5.97,9.53
2023,Uttarakhand,UK,14.28,3.44,29.25,2.46,20.08,11.43
2017,Maharashtra,MH,119.88,2.59,28.3,2.21,19.52,66.96
2022,Arunachal Pradesh,AR,2.84,1.54,64.64,1.54,16.04,1.57
2012,Karnataka,KA,55.67,1.84,32.81,0.36,13.92,3.99
2020,Maharashtra,MH,127.2,5.79,63.76,1.09,19.42,166.0
2015,Rajasthan,RJ,61.08,1.81,64.66,0.68,18.07,17.36
2013,Nagaland,NL,2.49,2.58,44.23,1.11,17.52,1.17
2019,West Bengal,WB,84.75,3.05,29.31,2.44,19.99,65.45
2017,Bihar,BR,106.74,4.1,51.37,2.16,19.07,179.98
2016,Kerala,KL,30.08,1.86,36.81,1.78,8.66,15.48
2018,Chhattisgarh,CG,26.84,3.57,38.06,1.56,12.24,22.03
2021,Madhya Pradesh,MP,76.25,6.38,67.62,2.83,16.56,317.88
2021,Rajasthan,RJ,64.47,3.85,59.57,2.18,16.24,117.1
2016,Rajasthan,RJ,61.4,3.92,39.72,2.49,8.13,85.16
2019,Nagaland,NL,2.74,1.79,61.65,1.71,18.08,1.74
2012,Tripura,TR,3.68,1.56,65.69,0.45,17.56,0.63
2011,Kerala,KL,28.59,1.51,45.36,0.56,9.55,3.89
2024,Odisha,OR,48.33,5.85,66.22,0.86,11.92,63.15
2016,Bihar,BR,103.79,4.67,29.44,0.49,20.99,20.87
2007,Jammu & Kashmir,JK,14.02,1.49,31.12,1.02,17.0,2.29
2008,Goa,GA,2.35,1.53,43.65,0.86,6.41,0.5
2011,Andhra Pradesh,AP,44.75,2.57,47.86,1.64,19.37,31.65
2009,Uttarakhand,UK,12.06,2.37,69.86,0.5,16.73,3.54
2007,Goa,GA,2.32,1.55,35.28,0.9,7.56,0.39
2006,Mizoram,MZ,1.76,1.11,49.02,0.91,12.92,0.33
2005,Sikkim,SK,1.74,1.02,52.54,0.31,12.15,0.1
2007,Madhya Pradesh,MP,63.89,2.26,62.39,0.86,5.63,28.67
2019,Maharashtra,MH,125.61,3.2,68.2,2.2,15.75,207.35
2012,Meghalaya,ML,3.71,0.78,22.81,1.08,15.39,0.25
2014,Uttarakhand,UK,12.74,3.34,67.65,0.61,7.01,6.11
2005,Uttar Pradesh,UP,192.86,3.56,56.54,0.35,3.65,53.73
2008,Nagaland,NL,2.36,0.91,63.11,0.48,11.58,0.24
2022,Himachal Pradesh,HP,13.79,1.69,59.42,2.37,13.47,10.73
2007,Karnataka,KA,53.05,2.7,62.21,1.27,15.18,39.22
2021,Arunachal Pradesh,AR,2.76,3.15,28.75,1.85,18.15,1.55
2024,Haryana,HR,34.36,3.12,41.11,1.23,11.39,21.87
2011,Tamil Nadu,TN,64.95,1.93,64.23,1.21,16.48,36.63
2006,Meghalaya,ML,3.45,1.87,36.55,0.99,3.49,0.85
2007,Punjab,PB,26.61,2.44,26.06,1.08,9.24,6.75
2018,Assam,AS,31.4,3.82,62.35,1.31,12.02,37.42
2014,Tripura,TR,3.91,1.65,29.76,1.95,10.48,1.45
2006,Manipur,MN,3.52,1.76,60.24,0.5,13.22,0.61
2009,Jammu & Kashmir,JK,14.39,1.06,27.34,1.35,5.05,2.13
2024,Manipur,MN,4.26,3.33,70.6,2.18,24.01,6.93
2006,Delhi,DL,13.87,0.81,36.62,0.31,12.39,0.51
2023,Tripura,TR,4.23,2.06,49.2,2.22,19.97,3.29
2008,Tamil Nadu,TN,63.95,2.02,55.7,0.75,13.87,20.31
2023,Haryana,HR,34.45,4.53,57.54,1.83,22.97,58.2
2023,Mizoram,MZ,2.15,5.64,66.08,3.12,21.5,9.2
2020,Andhra Pradesh,AP,50.41,3.29,67.25,3.03,16.02,116.89
2021,Andhra Pradesh,AP,50.46,5.94,61.13,1.74,13.81,105.04
2023,Chhattisgarh,CG,28.7,5.07,47.83,3.68,24.15,85.63
2024,Uttarakhand,UK,14.1,2.6,27.97,3.01,21.93,9.92
2024,Goa,GA,2.87,4.37,29.23,2.1,22.52,2.38
2019,Telangana,TG,43.04,1.4,31.25,3.04,23.27,19.56
2006,Uttarakhand,UK,11.62,2.18,33.4,0.43,10.78,1.37
2007,Tripura,TR,3.51,0.68,59.02,1.14,15.74,0.54
2008,Jammu & Kashmir,JK,14.21,1.56,40.83,0.65,5.67,2.27
2012,Mizoram,MZ,1.89,1.66,35.31,1.11,8.48,0.43
2009,Arunachal Pradesh,AR,2.38,2.54,41.32,1.15,7.02,1.08
2007,Bihar,BR,95.15,2.9,24.5,0.74,13.66,16.77
2018,Tamil Nadu,TN,71.41,4.89,69.66,1.75,22.63,148.86
2010,Mizoram,MZ,1.8,1.63,72.19,0.58,7.54,0.49
2012,Chhattisgarh,CG,25.05,3.26,70.25,1.75,16.14,35.03
2014,Jammu & Kashmir,JK,15.26,1.7,67.36,1.54,17.79,9.58
2024,Telangana,TG,46.45,6.68,63.56,0.95,25.57,60.54
2005,West Bengal,WB,69.98,0.87,31.2,1.03,2.13,7.65
2018,Uttar Pradesh,UP,224.8,7.3,73.78,2.7,8.71,1113.36
2009,Manipur,MN,3.56,0.75,27.67,1.48,17.03,0.4
2014,Assam,AS,30.13,2.71,24.16,2.15,11.93,16.78
2022,Chhattisgarh,CG,28.5,3.87,50.25,2.65,18.34,50.48
2011,Chhattisgarh,CG,25.1,1.76,48.2,0.3,14.58,2.06
2017,Assam,AS,31.87,1.25,50.02,0.87,16.98,6.42
2015,Karnataka,KA,58.49,1.62,49.52,1.87,12.13,34.33
2021,Goa,GA,2.79,3.68,32.92,1.73,15.97,2.0
2015,Odisha,OR,44.5,2.4,47.64,1.24,7.54,24.71
2021,Madhya Pradesh,MP,75.75,6.36,67.8,2.85,16.54,317.91
2007,Kerala,KL,26.7,1.98,61.1,0.66,16.72,7.93
2023,Jharkhand,JH,32.42,5.71,69.81,0.87,23.96,37.29
2006,Rajasthan,RJ,53.54,1.95,69.38,1.25,16.88,31.61
2011,Haryana,HR,29.95,0.95,51.26,1.63,15.77,7.82
2018,Gujarat,GJ,59.07,1.48,50.94,2.35,15.41,33.5
2012,Mizoram,MZ,1.89,1.65,35.41,1.11,8.44,0.41
2016,Meghalaya,ML,3.93,2.17,32.06,0.82,9.35,0.89
2016,Tamil Nadu,TN,69.48,2.1,43.27,2.16,14.66,43.26
2012,Assam,AS,29.97,2.66,28.38,1.49,6.77,13.72
2006,Karnataka,KA,51.61,1.43,49.33,0.87,15.85,12.31
2009,West Bengal,WB,73.29,1.34,20.57,1.53,14.91,11.3
2015,Tripura,TR,3.92,2.31,26.39,1.17,17.78,0.97
2012,Nagaland,NL,2.55,2.63,72.24,0.76,6.16,1.45
2012,Goa,GA,2.45,2.35,53.17,1.07,13.07,1.15
2020,Goa,GA,2.75,1.71,71.94,2.4,16.9,3.04
2023,West Bengal,WB,86.38,4.26,38.56,3.49,17.13,189.65
2009,Bihar,BR,96.42,1.82,67.16,1.28,8.94,59.26
2015,Bihar,BR,103.76,2.81,27.56,1.78,13.97,53.16
2014,Meghalaya,ML,3.9,2.56,45.36,1.85,11.85,2.84
2007,Uttarakhand,UK,11.74,1.57,41.43,0.85,13.37,2.35
2011,Delhi,DL,14.94,2.65,54.15,0.71,5.84,5.37
2011,Rajasthan,RJ,56.96,1.22,50.61,0.92,15.04,12.2
2007,Assam,AS,27.92,2.27,54.69,0.52,12.58,7.04
2017,Manipur,MN,3.88,3.03,69.16,1.06,11.71,3.16
2020,Telangana,TG,44.77,4.46,30.2,3.27,22.32,69.53
2008,Mizoram,MZ,1.75,2.06,38.73,0.24,6.55,0.12
2017,Tripura,TR,4.04,2.57,33.91,2.37,17.79,2.68
2009,Nagaland,NL,2.38,2.09,27.65,0.29,10.91,0.13
2010,Punjab,PB,28.08,1.74,39.64,1.55,9.84,10.16
2016,Madhya Pradesh,MP,72.66,1.83,36.98,1.91,20.39,31.43
2009,Haryana,HR,28.9,1.7,27.16,1.42,12.74,6.37
2019,Meghalaya,ML,4.08,4.33,44.37,2.0,9.36,6.1
2005,Arunachal Pradesh,AR,2.31,1.04,23.73,1.1,17.23,0.22
2023,Kerala,KL,31.78,5.91,67.03,2.09,25.89,96.46
2009,Tamil Nadu,TN,63.3,2.38,42.96,0.99,19.38,21.94
2007,Rajasthan,RJ,55.49,1.11,64.71,0.64,4.61,9.56
2007,Delhi,DL,13.98,0.63,35.64,0.29,16.79,0.35
2020,Telangana,TG,44.73,4.45,30.34,3.26,22.35,68.27
2012,Telangana,TG,39.36,2.13,48.84,1.04,12.29,15.81
2016,Haryana,HR,31.44,1.11,26.24,1.32,20.12,4.24
2022,Sikkim,SK,2.08,4.75,71.24,0.74,19.91,1.82
2009,Tripura,TR,3.64,1.16,23.3,1.43,17.95,0.46
2011,Arunachal Pradesh,AR,2.5,1.9,31.55,0.72,4.52,0.45
2023,Bihar,BR,113.93,4.67,34.52,2.2,20.39,125.71
2017,Odisha,OR,44.84,3.87,67.32,1.33,13.33,54.42
2022,Andhra Pradesh,AP,51.36,2.83,72.56,1.09,22.46,41.58
2015,Kerala,KL,29.16,1.08,58.01,1.48,10.43,10.03
2023,Telangana,TG,44.63,5.82,50.47,1.06,21.58,43.08
2015,Delhi,DL,15.46,1.44,41.87,0.99,20.53,2.98
2023,Odisha,OR,48.39,5.8,68.5,3.77,19.33,226.14
2012,Kerala,KL,28.79,2.99,53.7,0.75,11.04,13.05
2008,West Bengal,WB,73.67,1.48,50.94,0.44,12.76,8.31
2015,Kerala,KL,29.22,1.09,58.38,1.49,10.43,10.27
2013,Madhya Pradesh,MP,70.64,1.75,59.87,1.85,10.37,47.78
2018,Uttar Pradesh,UP,225.03,7.27,73.88,2.71,8.71,1138.76
2024,Meghalaya,ML,4.3,5.44,30.05,3.41,12.36,8.07
2020,Jammu & Kashmir,JK,16.12,4.03,54.38,3.19,22.67,36.25
2015,Maharashtra,MH,119.18,2.0,47.57,0.44,7.54,18.81
2012,Odisha,OR,43.32,1.18,26.93,0.91,14.01,4.11
2018,Karnataka,KA,59.19,2.41,27.65,0.65,7.84,9.31
2007,Karnataka,KA,53.04,2.71,62.15,1.27,15.25,39.19
2006,Jharkhand,JH,26.41,1.45,20.89,1.01,10.4,2.63
2015,Meghalaya,ML,3.95,3.22,45.13,0.74,21.76,1.6
2017,Meghalaya,ML,3.98,2.26,44.23,1.34,8.47,2.18
2021,Tripura,TR,4.17,4.81,41.25,2.68,21.27,7.96
2023,Uttarakhand,UK,14.21,3.45,29.35,2.46,20.02,11.46
2015,Delhi,DL,15.42,1.44,41.88,0.99,20.53,3.0
2019,Mizoram,MZ,1.99,3.11,30.88,1.5,8.98,1.06
2016,Rajasthan,RJ,61.51,3.92,39.7,2.48,8.1,82.55
2021,Manipur,MN,4.09,2.91,65.06,1.87,18.39,4.74
2010,Jharkhand,JH,28.36,0.94,55.05,0.92,7.63,5.01
2012,West Bengal,WB,77.09,2.0,48.62,1.0,17.83,26.17
2018,Odisha,OR,46.24,4.64,46.81,0.83,13.01,31.48
2006,Manipur,MN,3.52,1.76,59.94,0.5,13.25,0.63
2019,Mizoram,MZ,2.01,3.11,30.99,1.5,9.0,1.07
2010,Meghalaya,ML,3.69,0.76,31.38,1.62,17.05,0.49
2005,Uttarakhand,UK,11.6,1.85,27.13,1.07,11.23,2.07
2015,Uttar Pradesh,UP,218.87,2.97,73.28,1.0,17.71,162.94
2019,Andhra Pradesh,AP,49.96,4.01,47.16,2.12,20.59,69.23
2006,Madhya Pradesh,MP,63.73,1.33,58.02,1.25,5.33,22.35
2005,Himachal Pradesh,HP,11.26,1.93,29.54,0.24,10.19,0.61
2017,Kerala,KL,30.53,1.18,32.45,2.06,9.02,8.79
2015,Madhya Pradesh,MP,70.56,2.48,61.04,1.71,14.74,60.74
2024,Arunachal Pradesh,AR,2.88,5.73,48.48,1.3,20.01,3.35
2019,Uttarakhand,UK,13.42,2.2,30.69,1.13,21.84,3.31
2018,Uttarakhand,UK,13.19,2.34,44.19,2.05,16.78,9.14
2016,Tripura,TR,3.92,0.99,23.03,0.64,10.45,0.23
2018,Chhattisgarh,CG,26.84,3.59,38.12,1.56,12.22,22.04
2018,Bihar,BR,105.58,2.81,66.81,0.54,9.51,39.5
2020,Uttar Pradesh,UP,227.83,3.6,38.8,0.74,11.49,82.96
2020,Delhi,DL,16.69,4.24,50.67,1.84,24.19,21.73
2022,Tamil Nadu,TN,75.29,4.34,56.61,3.64,19.19,256.32
2017,Manipur,MN,3.89,3.03,68.83,1.06,11.65,3.16
2006,Sikkim,SK,1.72,0.8,40.98,1.16,3.91,0.26
2009,Tripura,TR,3.61,1.15,23.36,1.44,17.84,0.44
2005,Assam,AS,27.2,1.3,64.88,0.72,8.56,6.5
2018,Uttar Pradesh,UP,224.39,7.28,74.11,2.7,8.69,1125.43
2020,West Bengal,WB,84.93,5.01,48.77,1.58,14.96,123.38
2022,Bihar,BR,113.23,3.75,47.25,3.08,21.16,214.35
2024,Karnataka,KA,65.02,4.71,76.23,2.25,18.26,163.14
2008,Rajasthan,RJ,56.55,2.8,67.42,1.01,15.35,39.34
2019,Meghalaya,ML,4.06,4.33,44.65,2.01,9.34,6.01
2015,Rajasthan,RJ,60.63,1.82,64.52,0.68,18.13,17.33
2019,West Bengal,WB,84.48,3.05,29.37,2.43,19.93,65.89
2015,Bihar,BR,103.18,2.8,27.56,1.79,14.03,51.94
2024,Tripura,TR,4.31,3.43,40.47,3.69,14.29,7.14
2014,Mizoram,MZ,1.94,3.35,44.27,1.75,12.42,1.86
2012,Manipur,MN,3.76,1.43,36.9,1.47,5.22,1.04
2021,Odisha,OR,46.71,5.92,69.8,2.17,21.65,138.34
2021,Tamil Nadu,TN,72.28,3.38,62.45,2.36,21.67,126.8
2018,Manipur,MN,4.07,1.69,65.13,0.95,18.36,1.45
2019,Meghalaya,ML,4.04,4.37,44.53,2.0,9.32,6.05
2020,Madhya Pradesh,MP,75.2,5.42,63.25,3.15,13.12,315.39
2007,Himachal Pradesh,HP,11.65,0.91,64.45,0.75,9.61,2.06
2010,Maharashtra,MH,111.12,3.14,25.11,0.57,10.05,17.87
2018,Maharashtra,MH,124.12,5.91,27.26,0.66,20.11,40.94
2019,Chhattisgarh,CG,27.05,3.0,57.54,2.18,19.46,34.49
2018,Uttar Pradesh,UP,224.68,7.32,74.05,2.71,8.69,1146.51
2005,Jammu & Kashmir,JK,13.5,1.15,59.38,0.43,13.81,1.52
2013,Goa,GA,2.54,1.35,48.99,1.53,11.08,0.9
2020,Arunachal Pradesh,AR,2.76,2.07,69.74,2.65,21.4,3.8
2009,Mizoram,MZ,1.81,2.27,36.77,0.32,12.37,0.18
2010,Telangana,TG,38.72,0.84,33.52,0.55,10.66,2.04
2023,Jharkhand,JH,32.45,5.75,69.82,0.87,24.02,37.39
2017,Jammu & Kashmir,JK,15.58,4.07,53.76,1.66,6.84,21.73
2021,Jammu & Kashmir,JK,16.34,1.95,43.94,3.09,12.76,17.0
2015,Karnataka,KA,58.15,1.6,49.6,1.87,12.18,34.36
2018,Uttarakhand,UK,13.18,2.34,44.26,2.05,16.82,9.38
2018,Kerala,KL,30.14,3.76,47.19,2.73,10.77,60.11
2005,Sikkim,SK,1.73,1.02,52.6,0.31,12.09,0.1
2022,Uttar Pradesh,UP,237.87,9.08,56.34,1.83,24.6,800.84
2018,Uttarakhand,UK,13.1,2.34,43.96,2.06,16.75,9.22
2017,Uttarakhand,UK,13.01,2.34,33.77,1.98,7.78,8.09
2013,Meghalaya,ML,3.75,1.31,56.83,1.03,16.3,1.05
2009,Delhi,DL,14.62,1.54,23.16,1.35,10.07,2.57
2010,Jharkhand,JH,28.34,0.94,54.89,0.92,7.61,5.03
2016,Punjab,PB,30.21,3.48,46.16,0.73,7.34,12.75
2014,Karnataka,KA,58.14,3.26,70.8,2.09,16.11,103.07
2020,Rajasthan,RJ,64.16,2.06,72.67,0.56,18.8,18.81
2023,Rajasthan,RJ,65.99,4.11,68.09,3.71,17.32,233.07
2015,Jammu & Kashmir,JK,15.69,3.47,41.37,2.27,16.38,18.21
2022,Kerala,KL,32.18,4.12,28.56,2.73,11.43,40.86
2021,Telangana,TG,43.92,2.54,28.87,1.41,9.18,18.85
2009,Uttarakhand,UK,12.12,2.37,70.11,0.5,16.77,3.66
2017,Punjab,PB,30.52,2.77,38.37,0.55,16.64,5.89
2022,Himachal Pradesh,HP,13.76,1.68,59.41,2.39,13.44,10.62
2011,Madhya Pradesh,MP,66.72,2.77,41.36,1.0,5.64,31.01
2014,Assam,AS,30.23,2.72,24.2,2.16,11.97,16.44
2016,Telangana,TG,42.62,4.18,44.21,2.1,21.32,54.58
2011,Maharashtra,MH,111.1,2.38,36.62,0.37,17.3,13.28
2008,Uttar Pradesh,UP,199.23,4.11,44.34,1.16,10.82,156.45
2019,Haryana,HR,32.52,3.29,50.55,0.57,18.19,11.02
2020,Odisha,OR,46.9,2.19,61.63,2.58,9.99,58.92
2016,Manipur,MN,3.87,2.1,56.22,2.06,7.49,3.88
2006,West Bengal,WB,72.05,1.58,37.54,1.25,16.39,18.18
2009,Goa,GA,2.4,1.01,44.14,1.45,18.95,0.54
2019,Haryana,HR,32.36,3.28,50.57,0.57,18.26,10.84
2013,Tripura,TR,3.74,3.12,26.77,0.43,18.74,0.52
2005,Tamil Nadu,TN,59.69,2.35,49.42,0.3,1.39,8.39
2018,Himachal Pradesh,HP,13.37,2.04,32.09,1.63,13.51,5.57
2016,Uttar Pradesh,UP,222.28,3.33,40.98,0.8,15.3,84.59
2015,Manipur,MN,3.89,2.82,34.01,1.1,16.86,1.34
2008,Arunachal Pradesh,AR,2.37,0.82,46.5,0.71,13.99,0.21
2018,Jharkhand,JH,30.77,3.54,45.47,1.4,17.6,23.27
2011,Jammu & Kashmir,JK,14.64,2.21,33.66,1.47,9.44,5.76
2012,Nagaland,NL,2.54,2.61,72.04,0.76,6.19,1.42
2016,Odisha,OR,44.79,1.74,70.1,0.78,9.89,16.07
2011,Mizoram,MZ,1.87,0.91,70.52,1.5,13.7,0.69
2005,Rajasthan,RJ,54.69,2.39,65.72,0.22,9.78,7.61
2017,Maharashtra,MH,120.29,2.59,28.1,2.2,19.5,65.95
2022,Punjab,PB,31.83,4.41,46.87,3.0,19.87,71.36
2014,Tamil Nadu,TN,69.02,3.6,24.88,1.22,17.44,28.0
2005,Gujarat,GJ,50.44,1.92,52.56,1.17,11.09,21.1
2016,Mizoram,MZ,1.94,1.57,28.07,0.45,7.37,0.13
2019,Haryana,HR,32.62,3.29,50.56,0.57,18.28,11.0
2022,Telangana,TG,45.15,4.29,57.37,1.65,10.41,60.91
2018,Madhya Pradesh,MP,73.09,4.94,45.79,1.87,11.42,107.69
2020,Karnataka,KA,61.21,2.55,51.76,1.75,22.7,47.99
2017,Nagaland,NL,2.7,2.77,67.44,0.83,14.54,1.56
2009,Maharashtra,MH,109.4,1.75,26.67,0.27,5.19,5.77
2012,Chhattisgarh,CG,25.07,3.27,69.85,1.76,16.11,34.66
2005,Tamil Nadu,TN,59.78,2.34,49.38,0.3,1.4,8.28
2007,Mizoram,MZ,1.72,1.28,44.06,0.89,15.94,0.29
2020,Himachal Pradesh,HP,13.59,3.8,35.68,0.89,23.03,5.85
2023,Jammu & Kashmir,JK,16.95,4.72,63.99,2.36,22.44,41.81
2008,Gujarat,GJ,51.77,0.81,50.18,1.44,8.02,10.82
2013,Telangana,TG,39.9,1.4,28.19,0.51,5.04,3.32
2013,Uttarakhand,UK,12.62,1.72,35.77,1.65,6.68,4.46
2020,Meghalaya,ML,4.08,1.32,74.34,1.92,16.45,2.66
2014,Rajasthan,RJ,59.86,3.72,61.39,0.97,13.9,44.85
2013,Uttarakhand,UK,12.62,1.73,35.83,1.65,6.7,4.58
2006,Haryana,HR,28.31,1.24,36.02,0.55,18.11,2.35
2008,Uttarakhand,UK,12.07,2.14,63.75,1.09,9.92,6.4
2008,Assam,AS,27.98,1.66,54.85,0.62,18.2,5.53
2021,Andhra Pradesh,AP,50.44,5.98,60.91,1.74,13.84,104.47
2013,Rajasthan,RJ,59.3,3.77,28.42,0.39,10.34,9.3
2012,Haryana,HR,30.5,2.38,55.36,1.78,16.92,27.55
2009,Manipur,MN,3.54,0.75,27.46,1.48,16.99,0.4
2009,Arunachal Pradesh,AR,2.37,2.52,41.49,1.16,6.98,1.08
2022,Uttarakhand,UK,14.25,5.16,49.95,1.64,18.17,20.16
2016,Uttarakhand,UK,13.1,1.85,30.08,1.79,12.24,5.16
2005,Telangana,TG,36.78,2.23,70.14,0.57,14.57,11.61
2009,Rajasthan,RJ,55.68,1.81,63.18,0.8,10.92,18.52
2012,Goa,GA,2.46,2.36,52.8,1.08,13.04,1.15
2019,Uttarakhand,UK,13.33,2.19,30.79,1.13,21.9,3.37
2008,Mizoram,MZ,1.76,2.06,38.68,0.24,6.54,0.12
2013,Uttarakhand,UK,12.56,1.73,35.7,1.65,6.7,4.38
2014,Karnataka,KA,58.34,3.25,70.55,2.11,16.13,101.66
2022,Jharkhand,JH,32.3,5.66,60.37,1.34,18.13,58.47
2022,Chhattisgarh,CG,28.44,3.86,50.36,2.64,18.34,50.4
2017,Andhra Pradesh,AP,49.78,3.11,49.23,2.54,8.75,67.2
2011,Karnataka,KA,54.8,0.99,60.7,1.56,19.33,17.62
2023,Haryana,HR,34.66,4.53,57.56,1.82,22.89,57.34
2013,Andhra Pradesh,AP,47.19,1.93,67.28,1.29,19.19,25.63
2011,Uttar Pradesh,UP,208.86,3.48,23.71,1.38,7.89,90.92
2021,Mizoram,MZ,2.09,1.52,73.03,2.35,19.97,2.0
2013,Punjab,PB,29.52,1.13,68.56,1.43,10.83,11.65
2021,Uttar Pradesh,UP,235.88,7.34,63.98,1.02,16.23,407.64
2024,Himachal Pradesh,HP,14.31,6.27,62.24,1.12,13.82,23.06
2019,Tamil Nadu,TN,71.34,2.75,35.46,1.6,7.0,39.7
2020,Arunachal Pradesh,AR,2.74,2.08,69.49,2.66,21.51,3.92
2018,Delhi,DL,16.19,2.33,34.58,2.6,17.12,12.53
2012,Delhi,DL,15.22,1.02,60.09,1.4,19.84,4.63
2020,Goa,GA,2.75,1.7,71.59,2.38,16.83,3.13
2009,Himachal Pradesh,HP,12.01,1.47,69.97,0.64,12.09,3.16
2022,Delhi,DL,16.6,4.35,72.39,1.42,20.41,23.4
2011,Manipur,MN,3.76,2.0,27.12,1.36,13.73,1.03
2009,Sikkim,SK,1.78,1.69,47.71,0.82,16.43,0.38
2015,Andhra Pradesh,AP,48.32,2.16,33.82,0.91,19.9,10.54
2020,Himachal Pradesh,HP,13.6,3.81,35.65,0.89,22.9,6.09
2018,Jammu & Kashmir,JK,16.12,1.45,32.32,0.87,22.13,2.25
2008,Kerala,KL,27.38,1.92,49.67,1.13,13.9,10.82
2005,Chhattisgarh,CG,22.36,1.44,49.67,0.62,6.25,3.98
2022,Tripura,TR,4.14,2.88,55.75,1.25,11.46,2.72
2013,Himachal Pradesh,HP,12.8,1.92,44.0,1.32,18.59,5.14
2021,Jammu & Kashmir,JK,16.34,1.96,44.29,3.1,12.79,16.72
2011,Bihar,BR,99.86,2.17,56.71,1.06,11.57,49.31
2014,Odisha,OR,43.16,3.09,51.92,1.4,5.28,36.88
2015,Sikkim,SK,1.92,1.54,49.33,1.44,10.63,0.85
2023,Kerala,KL,31.88,5.89,67.1,2.09,25.66,92.78
2012,Telangana,TG,39.34,2.15,48.69,1.04,12.28,16.09
2006,Uttar Pradesh,UP,194.94,3.77,41.56,0.63,17.96,71.85
2023,Tamil Nadu,TN,74.69,4.96,62.69,3.09,20.12,232.16
2010,Madhya Pradesh,MP,66.59,1.24,62.19,0.54,5.93,9.79
2007,Tamil Nadu,TN,62.66,2.14,69.39,1.33,6.77,49.49
2005,Maharashtra,MH,103.75,2.18,35.75,0.74,18.02,22.59
2011,Gujarat,GJ,53.01,1.18,49.38,0.94,11.87,10.05
2010,Assam,AS,28.85,1.66,46.05,1.42,17.38,10.99
2009,Goa,GA,2.4,1.01,44.26,1.44,18.87,0.56
2011,Maharashtra,MH,111.32,2.36,36.53,0.37,17.33,13.03
2008,West Bengal,WB,73.16,1.48,50.74,0.44,12.71,8.74
2006,Rajasthan,RJ,53.6,1.95,69.64,1.25,16.91,32.4
2006,Bihar,BR,90.33,1.95,56.52,0.99,8.48,33.84
2015,Madhya Pradesh,MP,70.5,2.48,60.99,1.71,14.78,62.26
2008,Uttar Pradesh,UP,199.7,4.12,44.39,1.16,10.81,157.52
2008,Gujarat,GJ,51.8,0.81,50.22,1.44,8.04,10.88
2018,Odisha,OR,46.22,4.63,46.69,0.83,13.05,30.29
2012,Delhi,DL,15.16,1.02,60.55,1.42,19.8,4.46
2013,Tripura,TR,3.75,3.14,26.71,0.43,18.65,0.52
2019,Mizoram,MZ,1.99,3.13,31.02,1.5,9.04,1.03
2012,Kerala,KL,28.78,2.97,53.58,0.75,11.01,13.21
2024,Uttar Pradesh,UP,245.85,7.56,36.9,2.59,15.14,596.65
2018,Tamil Nadu,TN,71.04,4.89,69.27,1.74,22.42,149.15
2014,Delhi,DL,15.19,1.0,68.4,1.37,5.74,5.03
2017,Haryana,HR,32.25,2.05,25.88,0.9,17.95,5.43
2011,Himachal Pradesh,HP,12.58,2.23,42.27,1.38,7.22,5.88
2015,Nagaland,NL,2.55,2.39,27.66,0.73,16.64,0.45
2015,Goa,GA,2.59,2.78,50.14,1.18,9.98,1.62
2012,Madhya Pradesh,MP,68.21,3.29,62.15,1.3,17.83,59.77
2008,Nagaland,NL,2.37,0.91,63.14,0.48,11.55,0.24
2023,Tamil Nadu,TN,74.69,4.97,62.75,3.07,20.17,229.02
2020,Jammu & Kashmir,JK,16.2,4.01,54.47,3.18,22.8,35.34
2020,Bihar,BR,109.59,5.64,58.39,0.8,10.26,109.64
2020,Odisha,OR,46.88,2.2,61.57,2.59,9.96,60.07
2007,Tamil Nadu,TN,62.52,2.14,69.76,1.33,6.79,47.84
2016,Mizoram,MZ,1.94,1.58,28.07,0.45,7.35,0.13
2007,Mizoram,MZ,1.72,1.28,44.19,0.89,15.91,0.29
2017,Telangana,TG,42.51,1.47,32.77,1.03,14.29,6.66
2019,Assam,AS,32.65,5.06,47.99,2.56,21.33,67.06
2023,Goa,GA,2.87,2.49,60.33,0.71,11.31,1.21
2010,Chhattisgarh,CG,24.3,2.38,40.13,0.94,19.03,8.07
2020,Manipur,MN,4.19,2.19,39.66,0.9,18.15,1.12
2019,Uttar Pradesh,UP,228.49,2.13,39.22,2.87,8.65,211.35
2014,Kerala,KL,29.75,2.17,68.86,1.72,8.63,27.9
2013,Uttar Pradesh,UP,218.17,1.79,47.8,1.19,10.82,82.03
2020,Kerala,KL,31.44,3.45,31.58,2.28,24.59,24.39
2014,Sikkim,SK,1.91,2.49,69.79,1.0,19.09,1.18
2024,Tamil Nadu,TN,74.18,6.94,38.38,1.22,24.48,79.53
2005,Haryana,HR,27.3,0.97,26.03,0.49,4.43,1.34
2014,Odisha,OR,43.27,3.09,52.22,1.4,5.29,37.64
